status,target_timestamp,target_market,target_outcome,target_entry_price,target_usdc,target_shares,our_timestamp,our_outcome,our_entry_price,our_amount,our_result,our_pnl,condition_id
PRICE_DIFF (766.7%),1772169200,"Solana Up or Down - February 27, 12:10AM-12:15AM ET",Down,0.06,0.3191,5.3191,2026-02-27T05:10:23.062677+00:00,Down,0.52,2.0,OPEN,,0x2e22d8e69c9e7fe2d367011baa80063ed10a3aad76302ba27011bf2341032a6d
UNMATCHED_WINDOW,,"Ethereum Up or Down - February 27, 12:00AM-12:15AM",,,,,2026-02-27T05:00:18.786200+00:00,Up,0.5383509368602266,2.0,OPEN,,0x3a23a77809804dc6c6e55fc2b0e1f766f7159d0466ea41024ba112667535a4f9
UNMATCHED_WINDOW,,"Ethereum Up or Down - February 27, 12:00AM-12:15AM",,,,,2026-02-27T05:03:25.483306+00:00,Up,0.7566497875560212,2.0,OPEN,,0x3a23a77809804dc6c6e55fc2b0e1f766f7159d0466ea41024ba112667535a4f9
UNMATCHED_WINDOW,,"Ethereum Up or Down - February 27, 12:00AM-12:15AM",,,,,2026-02-27T05:03:52.309160+00:00,Up,0.7370500438981562,2.0,OPEN,,0x3a23a77809804dc6c6e55fc2b0e1f766f7159d0466ea41024ba112667535a4f9
UNMATCHED_WINDOW,,"Ethereum Up or Down - February 27, 12:00AM-12:15AM",,,,,2026-02-27T05:04:12.136394+00:00,Up,0.7300000318600026,2.0,OPEN,,0x3a23a77809804dc6c6e55fc2b0e1f766f7159d0466ea41024ba112667535a4f9
UNMATCHED_WINDOW,,"Ethereum Up or Down - February 27, 12:00AM-12:15AM",,,,,2026-02-27T05:09:10.505547+00:00,Up,0.85,2.0,OPEN,,0x3a23a77809804dc6c6e55fc2b0e1f766f7159d0466ea41024ba112667535a4f9
UNMATCHED_WINDOW,,"Ethereum Up or Down - February 27, 12:00AM-12:15AM",,,,,2026-02-27T05:09:37.157497+00:00,Up,0.71,2.0,OPEN,,0x3a23a77809804dc6c6e55fc2b0e1f766f7159d0466ea41024ba112667535a4f9
UNMATCHED_WINDOW,,"Ethereum Up or Down - February 27, 12:00AM-12:15AM",,,,,2026-02-27T05:12:29.007935+00:00,Up,0.9701616936156026,2.0,OPEN,,0x3a23a77809804dc6c6e55fc2b0e1f766f7159d0466ea41024ba112667535a4f9
UNMATCHED_WINDOW,,"Ethereum Up or Down - February 27, 12:00AM-12:15AM",,,,,2026-02-27T05:12:29.233627+00:00,Up,0.9603457244608059,2.0,OPEN,,0x3a23a77809804dc6c6e55fc2b0e1f766f7159d0466ea41024ba112667535a4f9
UNMATCHED_WINDOW,,"Ethereum Up or Down - February 27, 12:00AM-12:15AM",,,,,2026-02-27T05:12:41.923507+00:00,Up,0.9899999999999999,2.0,OPEN,,0x3a23a77809804dc6c6e55fc2b0e1f766f7159d0466ea41024ba112667535a4f9
