status,target_timestamp,target_market,target_outcome,target_entry_price,target_usdc,target_shares,our_timestamp,our_outcome,our_entry_price,our_amount,our_result,our_pnl,condition_id
MATCHED,1772241349,"Solana Up or Down - February 27, 8:15PM-8:20PM ET",Down,0.804077,21.57,26.8258,2026-02-28T01:15:54.500373+00:00,Down,0.8040766724571121,5.0,OPEN,,0x402bf5f3ebb992a12c4148d829182915b41e1bc487bec6d5183353a94b6f7e1f
UNMATCHED_WINDOW,,"Bitcoin Up or Down - February 27, 8:00PM-8:15PM ET",,,,,2026-02-28T01:02:13.909690+00:00,Down,0.658519410308248,5.0,OPEN,,0x54598111fecdad2e1d1232e328112e7f1b281796a2a5a90361400dfc1014cbab
UNMATCHED_WINDOW,,"Bitcoin Up or Down - February 27, 8:00PM-8:15PM ET",,,,,2026-02-28T01:06:46.004509+00:00,Down,0.7000000000000001,5.0,OPEN,,0x54598111fecdad2e1d1232e328112e7f1b281796a2a5a90361400dfc1014cbab
UNMATCHED_WINDOW,,"Bitcoin Up or Down - February 27, 8:00PM-8:15PM ET",,,,,2026-02-28T01:06:46.142492+00:00,Down,0.6585196663627159,5.0,OPEN,,0x54598111fecdad2e1d1232e328112e7f1b281796a2a5a90361400dfc1014cbab
UNMATCHED_WINDOW,,"Bitcoin Up or Down - February 27, 8:00PM-8:15PM ET",,,,,2026-02-28T01:07:24.714095+00:00,Down,0.7800000369094943,5.0,OPEN,,0x54598111fecdad2e1d1232e328112e7f1b281796a2a5a90361400dfc1014cbab
UNMATCHED_WINDOW,,"Bitcoin Up or Down - February 27, 8:00PM-8:15PM ET",,,,,2026-02-28T01:07:24.887309+00:00,Down,0.7566495387430213,5.0,OPEN,,0x54598111fecdad2e1d1232e328112e7f1b281796a2a5a90361400dfc1014cbab
UNMATCHED_WINDOW,,"Bitcoin Up or Down - February 27, 8:00PM-8:15PM ET",,,,,2026-02-28T01:07:49.932995+00:00,Down,0.9,5.0,OPEN,,0x54598111fecdad2e1d1232e328112e7f1b281796a2a5a90361400dfc1014cbab
UNMATCHED_WINDOW,,"Bitcoin Up or Down - February 27, 8:00PM-8:15PM ET",,,,,2026-02-28T01:08:05.850798+00:00,Down,0.8824568204333032,5.0,OPEN,,0x54598111fecdad2e1d1232e328112e7f1b281796a2a5a90361400dfc1014cbab
UNMATCHED_WINDOW,,"Bitcoin Up or Down - February 27, 8:00PM-8:15PM ET",,,,,2026-02-28T01:09:08.500072+00:00,Down,0.8727891073539988,5.0,OPEN,,0x54598111fecdad2e1d1232e328112e7f1b281796a2a5a90361400dfc1014cbab
UNMATCHED_WINDOW,,"Bitcoin Up or Down - February 27, 8:00PM-8:15PM ET",,,,,2026-02-28T01:10:49.424163+00:00,Down,0.9300000443599524,5.0,OPEN,,0x54598111fecdad2e1d1232e328112e7f1b281796a2a5a90361400dfc1014cbab
UNMATCHED_WINDOW,,"Bitcoin Up or Down - February 27, 8:00PM-8:15PM ET",,,,,2026-02-28T01:11:01.975274+00:00,Down,0.9400000000000001,5.0,OPEN,,0x54598111fecdad2e1d1232e328112e7f1b281796a2a5a90361400dfc1014cbab
UNMATCHED_WINDOW,,"Ethereum Up or Down - February 27, 8:00PM-8:15PM E",,,,,2026-02-28T01:04:27.550864+00:00,Up,0.746911824906019,5.0,OPEN,,0xa59347ab8b377f062d39746e46ad2ce345b6f6286de845ba51a81fa6efdbbc09
UNMATCHED_WINDOW,,"Ethereum Up or Down - February 27, 8:00PM-8:15PM E",,,,,2026-02-28T01:04:52.851893+00:00,Up,0.7799999999999999,5.0,OPEN,,0xa59347ab8b377f062d39746e46ad2ce345b6f6286de845ba51a81fa6efdbbc09
UNMATCHED_WINDOW,,"Ethereum Up or Down - February 27, 8:00PM-8:15PM E",,,,,2026-02-28T01:05:55.668895+00:00,Up,0.75,5.0,OPEN,,0xa59347ab8b377f062d39746e46ad2ce345b6f6286de845ba51a81fa6efdbbc09
EXTRA_COPY,,"Solana Up or Down - February 27, 8:00PM-8:15PM ET",,,,,2026-02-28T01:05:05.080029+00:00,Up,0.72,5.0,OPEN,,0x01e135daf300c2b74adef8483919567a9e9031e91f27526ae40f8e519656c09e
EXTRA_COPY,,"Solana Up or Down - February 27, 8:00PM-8:15PM ET",,,,,2026-02-28T01:05:05.141312+00:00,Up,0.7700002149250622,5.0,OPEN,,0x01e135daf300c2b74adef8483919567a9e9031e91f27526ae40f8e519656c09e
EXTRA_COPY,,"Solana Up or Down - February 27, 8:00PM-8:15PM ET",,,,,2026-02-28T01:05:17.839376+00:00,Up,0.7599999999999999,5.0,OPEN,,0x01e135daf300c2b74adef8483919567a9e9031e91f27526ae40f8e519656c09e
EXTRA_COPY,,"Solana Up or Down - February 27, 8:10PM-8:15PM ET",,,,,2026-02-28T01:10:24.063419+00:00,Up,0.61,5.0,OPEN,,0x4db619c13c00bec1b625e2489cd0e6ddda545adc7f1fd6dec2f1899d32abd935
EXTRA_COPY,,"Solana Up or Down - February 27, 8:10PM-8:15PM ET",,,,,2026-02-28T01:10:24.143760+00:00,Up,0.6100001521000928,5.0,OPEN,,0x4db619c13c00bec1b625e2489cd0e6ddda545adc7f1fd6dec2f1899d32abd935
EXTRA_COPY,,"Solana Up or Down - February 27, 8:10PM-8:15PM ET",,,,,2026-02-28T01:10:24.209626+00:00,Up,0.6486075628655279,5.0,OPEN,,0x4db619c13c00bec1b625e2489cd0e6ddda545adc7f1fd6dec2f1899d32abd935
EXTRA_COPY,,"Solana Up or Down - February 27, 8:10PM-8:15PM ET",,,,,2026-02-28T01:10:36.785966+00:00,Up,0.6287198608391773,5.0,OPEN,,0x4db619c13c00bec1b625e2489cd0e6ddda545adc7f1fd6dec2f1899d32abd935
EXTRA_COPY,,"Solana Up or Down - February 27, 8:10PM-8:15PM ET",,,,,2026-02-28T01:11:02.039378+00:00,Up,0.66,5.0,OPEN,,0x4db619c13c00bec1b625e2489cd0e6ddda545adc7f1fd6dec2f1899d32abd935
EXTRA_COPY,,"Solana Up or Down - February 27, 8:10PM-8:15PM ET",,,,,2026-02-28T01:12:54.422368+00:00,Up,0.72,5.0,OPEN,,0x4db619c13c00bec1b625e2489cd0e6ddda545adc7f1fd6dec2f1899d32abd935
EXTRA_COPY,,"Solana Up or Down - February 27, 8:10PM-8:15PM ET",,,,,2026-02-28T01:13:17.761373+00:00,Up,0.6700000431589567,5.0,OPEN,,0x4db619c13c00bec1b625e2489cd0e6ddda545adc7f1fd6dec2f1899d32abd935
EXTRA_COPY,,"Solana Up or Down - February 27, 8:10PM-8:15PM ET",,,,,2026-02-28T01:13:17.878071+00:00,Up,0.7199999999999999,5.0,OPEN,,0x4db619c13c00bec1b625e2489cd0e6ddda545adc7f1fd6dec2f1899d32abd935
EXTRA_COPY,,"Solana Up or Down - February 27, 8:10PM-8:15PM ET",,,,,2026-02-28T01:14:46.935608+00:00,Up,0.9400003247060352,5.0,OPEN,,0x4db619c13c00bec1b625e2489cd0e6ddda545adc7f1fd6dec2f1899d32abd935
UNMATCHED_WINDOW,,"Bitcoin Up or Down - February 27, 8:10PM-8:15PM ET",,,,,2026-02-28T01:11:27.877825+00:00,Down,0.6386755909930003,5.0,OPEN,,0x4762b0f35c5cc38c8aa31d6fad479696bf344296a5b130c1e3d89c0bace5ae5d
UNMATCHED_WINDOW,,"Bitcoin Up or Down - February 27, 8:10PM-8:15PM ET",,,,,2026-02-28T01:11:40.506179+00:00,Down,0.6585192347081482,5.0,OPEN,,0x4762b0f35c5cc38c8aa31d6fad479696bf344296a5b130c1e3d89c0bace5ae5d
UNMATCHED_WINDOW,,"Bitcoin Up or Down - February 27, 8:10PM-8:15PM ET",,,,,2026-02-28T01:12:05.728193+00:00,Down,0.6782893522940843,5.0,OPEN,,0x4762b0f35c5cc38c8aa31d6fad479696bf344296a5b130c1e3d89c0bace5ae5d
UNMATCHED_WINDOW,,"Bitcoin Up or Down - February 27, 8:10PM-8:15PM ET",,,,,2026-02-28T01:12:05.786794+00:00,Down,0.6486067803296964,5.0,OPEN,,0x4762b0f35c5cc38c8aa31d6fad479696bf344296a5b130c1e3d89c0bace5ae5d
UNMATCHED_WINDOW,,"Bitcoin Up or Down - February 27, 8:10PM-8:15PM ET",,,,,2026-02-28T01:12:16.524910+00:00,Down,0.6585203006123812,5.0,OPEN,,0x4762b0f35c5cc38c8aa31d6fad479696bf344296a5b130c1e3d89c0bace5ae5d
UNMATCHED_WINDOW,,"Bitcoin Up or Down - February 27, 8:10PM-8:15PM ET",,,,,2026-02-28T01:12:16.603205+00:00,Down,0.6486074017550553,5.0,OPEN,,0x4762b0f35c5cc38c8aa31d6fad479696bf344296a5b130c1e3d89c0bace5ae5d
UNMATCHED_WINDOW,,"Bitcoin Up or Down - February 27, 8:10PM-8:15PM ET",,,,,2026-02-28T01:13:30.466816+00:00,Down,0.6557496209317952,5.0,OPEN,,0x4762b0f35c5cc38c8aa31d6fad479696bf344296a5b130c1e3d89c0bace5ae5d
UNMATCHED_WINDOW,,"Ethereum Up or Down - February 27, 8:10PM-8:15PM E",,,,,2026-02-28T01:11:53.147245+00:00,Down,0.6979802407526047,5.0,OPEN,,0x4947c04a783310cc8b0839e2ad23bfba40435aa9ae8768bbea34204c7ac527dd
UNMATCHED_WINDOW,,"Ethereum Up or Down - February 27, 8:10PM-8:15PM E",,,,,2026-02-28T01:12:16.452534+00:00,Down,0.7730020050926112,5.0,OPEN,,0x4947c04a783310cc8b0839e2ad23bfba40435aa9ae8768bbea34204c7ac527dd
UNMATCHED_WINDOW,,"Ethereum Up or Down - February 27, 8:10PM-8:15PM E",,,,,2026-02-28T01:12:16.667969+00:00,Down,0.7469080012859317,5.0,OPEN,,0x4947c04a783310cc8b0839e2ad23bfba40435aa9ae8768bbea34204c7ac527dd
UNMATCHED_WINDOW,,"Ethereum Up or Down - February 27, 8:10PM-8:15PM E",,,,,2026-02-28T01:12:29.319081+00:00,Down,0.7857833655705996,5.0,OPEN,,0x4947c04a783310cc8b0839e2ad23bfba40435aa9ae8768bbea34204c7ac527dd
