timestamp,resolved_at,source,market,direction,outcome,amount,entry_price,result,won,pnl,winning_outcome,condition_id,token_id
2026-03-03T02:44:21.184277+00:00,2026-03-03T02:49:11.888241+00:00,momentum,"Bitcoin Up or Down - March 2, 9:40PM-9:45PM ET",UP,Up,10.0,0.775,WIN,YES,2.903225806451612,Up,0xbfb7acbdec1f1ad3877cc1a066e0e833cd4291a1d15409fc7c782a230d5f26ab,60882670314090671715307482675474657196014124561196064389162530361814402338327
2026-03-03T02:32:52.268863+00:00,2026-03-03T02:49:30.485487+00:00,momentum,"Solana Up or Down - March 2, 9:30PM-9:45PM ET",UP,Up,10.0,0.66,WIN,YES,5.1515151515151505,Up,0xeecc8a554f50a06caaacdae02f6e96000a7905946a4f6a28de045f7417a9b68f,70335622311043535870515150957570124416279570835400726298221867428686300033300
2026-03-03T02:38:55.157744+00:00,2026-03-03T02:49:30.513837+00:00,momentum,"XRP Up or Down - March 2, 9:30PM-9:45PM ET",DOWN,Down,10.0,0.725,WIN,YES,3.793103448275863,Down,0xedbd882d20b7b0334a73ae9291932f7b3b50941c5484e5fda5ab9b6799e2067c,71301162906687950714268080978538128827071413228195482495867960809945227863387
2026-03-03T02:44:21.185320+00:00,2026-03-03T02:50:12.499589+00:00,momentum,"Ethereum Up or Down - March 2, 9:40PM-9:45PM ET",UP,Up,10.0,0.68,WIN,YES,4.705882352941176,Up,0xeadc4be338332078084d11262f3bd62b3f189d3e6985abe540c6df55e11db70e,52416477450746752456317886606624921308686720944228855527752924915470955763972
2026-03-03T02:44:33.210120+00:00,2026-03-03T02:50:12.533734+00:00,momentum,"XRP Up or Down - March 2, 9:40PM-9:45PM ET",UP,Up,10.0,0.67,WIN,YES,4.925373134328357,Up,0xc0aee17273b95713b4ce53b4e3ecb27e14b25b89c5ebcc2a1332bb422e8d459b,50546611186647639521535165731244844609142766498500749069936209246559203799021
2026-03-03T02:49:11.591771+00:00,2026-03-03T02:55:18.848156+00:00,momentum,"Bitcoin Up or Down - March 2, 9:45PM-9:50PM ET",UP,Up,10.0,0.91,WIN,YES,0.989010989010989,Up,0x25982116e03e4ba621e4e28506df9adb2c35cd750b3899aab17bd7caa6182c4b,58565041618123201621810798464802593307675333292180451302369199838747935633634
2026-03-03T02:47:46.971453+00:00,2026-03-03T02:55:33.010171+00:00,momentum,"Ethereum Up or Down - March 2, 9:45PM-9:50PM ET",UP,Up,10.0,0.955,WIN,YES,0.47120418848167667,Up,0xa44516f820964b6b459264a62793ff3eae191db94466c5925c582a34e4015b0f,86316987658808034604314414869171655661301480802268786662798046384905796665594
2026-03-03T02:48:59.726661+00:00,2026-03-03T02:55:33.398757+00:00,momentum,"Solana Up or Down - March 2, 9:45PM-9:50PM ET",UP,Up,10.0,0.945,WIN,YES,0.5820105820105823,Up,0xe12b0367774992526cd74e3251c240889a4daeb5606e33cacf880e5f45656186,70120853028341508944105397830806936335569489593376407430594284344661719658178
2026-03-03T02:48:24.046149+00:00,2026-03-03T02:56:20.299253+00:00,momentum,"XRP Up or Down - March 2, 9:45PM-9:50PM ET",UP,Up,10.0,0.925,WIN,YES,0.8108108108108105,Up,0x26c7c25d366d06e2ea3f52f5d9396ad1f504645bf7375f85a6957715e9ac76e0,80006915630513129271837365137434196175560872715012136203855749142604475217608
2026-03-03T02:52:51.067152+00:00,2026-03-03T02:59:24.692227+00:00,momentum,"Bitcoin Up or Down - March 2, 9:50PM-9:55PM ET",DOWN,Down,10.0,0.7,WIN,YES,4.2857142857142865,Down,0xe2f5d6beb681f85ca31a3c67bfefd806685bfbf93a1a340772a8bed59253a4fc,36200968207522775443777565714008356020629636845059223789713335572334255100526
2026-03-03T02:53:28.410042+00:00,2026-03-03T02:59:24.724876+00:00,momentum,"Ethereum Up or Down - March 2, 9:50PM-9:55PM ET",DOWN,Down,10.0,0.735,WIN,YES,3.605442176870749,Down,0x862005d217bc41a564e064879c77777c26d0795a8964558732129fc7d4673358,31251719955625661796314027237304959446165485693139600623734429180390153604465
2026-03-03T02:53:28.411434+00:00,2026-03-03T02:59:24.758447+00:00,momentum,"XRP Up or Down - March 2, 9:50PM-9:55PM ET",DOWN,Down,10.0,0.85,WIN,YES,1.764705882352942,Down,0xe22275211b28cfe2f5a71a77abe001ba6f924734786ec70295fe0de0df1fe7d5,99755052253118251108880382238003365424441606172462672880579860134673898343667
2026-03-03T02:52:27.268324+00:00,2026-03-03T02:59:35.047911+00:00,momentum,"Solana Up or Down - March 2, 9:50PM-9:55PM ET",DOWN,Down,10.0,0.67,WIN,YES,4.925373134328357,Down,0xec17d4410002a3d334c2bc09255933aba7060889f626558c24323ceb12b3b127,88455278805695712646795780839288976228183496820197855854496543669512895583106
2026-03-03T02:51:26.660130+00:00,2026-03-03T03:06:38.995750+00:00,momentum,"Bitcoin Up or Down - March 2, 9:45PM-10:00PM ET",UP,Up,10.0,0.825,WIN,YES,2.121212121212121,Up,0x848efaaad0a1dcbb58cdeff2f55c085c864ea6a81d708e398ca5cc3bdb5f3f26,53723153282073094309850501888858814212200945615571618612904858782924710677088
2026-03-03T02:48:24.044750+00:00,2026-03-03T03:07:34.876366+00:00,momentum,"Solana Up or Down - March 2, 9:45PM-10:00PM ET",UP,Up,10.0,0.775,WIN,YES,2.903225806451612,Up,0x97465c7af3304bde37f810cd2603a3f9e54299594abe01ba02eeeaa0f009bd56,107811715639376270062439917868599427425533746632783427715441409616913528967975
2026-03-03T02:47:34.915908+00:00,2026-03-03T03:07:38.803183+00:00,momentum,"Ethereum Up or Down - March 2, 9:45PM-10:00PM ET",UP,Up,10.0,0.775,LOSS,NO,-10.0,Down,0xddfd1e0a0688841e2f954154a0289d563b9da456c3af06a9c1addae810828a5c,28368759711891677565025291680592434536229332739090179545219606275017278923693
2026-03-03T02:51:38.553631+00:00,2026-03-03T03:07:39.298622+00:00,momentum,"Ethereum Up or Down - March 2, 9:45PM-10:00PM ET",UP,Up,10.0,0.895,LOSS,NO,-10.0,Down,0xddfd1e0a0688841e2f954154a0289d563b9da456c3af06a9c1addae810828a5c,28368759711891677565025291680592434536229332739090179545219606275017278923693
2026-03-03T02:59:48.837616+00:00,2026-03-03T03:07:39.550357+00:00,momentum,"Solana Up or Down - March 2, 9:55PM-10:00PM ET",UP,Up,10.0,0.925,WIN,YES,0.8108108108108105,Up,0xfa7adcf2f38f7839f66225df6f1b2dc1290f792682486bad6c8daf71300aa4ef,50102139934938698534232623443064217038561104221939390670928339868307197604333
2026-03-03T03:00:00.722298+00:00,2026-03-03T03:07:39.670588+00:00,momentum,"XRP Up or Down - March 2, 9:55PM-10:00PM ET",UP,Up,10.0,0.725,WIN,YES,3.793103448275863,Up,0x64ac55dada1e90c939506e6334012b75b4f9ba5da89b165ef998740e39330f27,51616671921346666389295612433248027349857842841271426081393308573950669056922
2026-03-03T02:48:24.047377+00:00,2026-03-03T03:08:35.808706+00:00,momentum,"XRP Up or Down - March 2, 9:45PM-10:00PM ET",UP,Up,10.0,0.795,LOSS,NO,-10.0,Down,0x4210382e74bd5ad63ced86fe823d945aa059eb83dd236e6668f747d744f6cd15,90446170427579037126029326891974565054107730008151939013974337936059815990094
2026-03-03T02:49:24.796045+00:00,2026-03-03T03:08:35.846977+00:00,momentum,"Bitcoin Up or Down - March 2, 9:45PM-10:00PM ET",UP,Up,10.0,0.81,WIN,YES,2.3456790123456788,Up,0x848efaaad0a1dcbb58cdeff2f55c085c864ea6a81d708e398ca5cc3bdb5f3f26,53723153282073094309850501888858814212200945615571618612904858782924710677088
2026-03-03T02:50:25.795751+00:00,2026-03-03T03:08:35.901154+00:00,momentum,"Solana Up or Down - March 2, 9:45PM-10:00PM ET",UP,Up,10.0,0.86,WIN,YES,1.6279069767441854,Up,0x97465c7af3304bde37f810cd2603a3f9e54299594abe01ba02eeeaa0f009bd56,107811715639376270062439917868599427425533746632783427715441409616913528967975
2026-03-03T02:57:58.481505+00:00,2026-03-03T03:08:36.153707+00:00,momentum,"Bitcoin Up or Down - March 2, 9:55PM-10:00PM ET",UP,Up,10.0,0.675,WIN,YES,4.814814814814813,Up,0xdd5f2d8d4011c48842577610ed13bce896870f09ba407e990ed576299db66669,53850831815407358574814987877548512603675303594142394637756347793926241469412
2026-03-03T03:00:00.720789+00:00,2026-03-03T03:08:36.186019+00:00,momentum,"Bitcoin Up or Down - March 2, 9:55PM-10:00PM ET",UP,Up,10.0,0.955,WIN,YES,0.47120418848167667,Up,0xdd5f2d8d4011c48842577610ed13bce896870f09ba407e990ed576299db66669,53850831815407358574814987877548512603675303594142394637756347793926241469412
2026-03-03T02:50:25.797009+00:00,2026-03-03T03:08:39.723754+00:00,momentum,"XRP Up or Down - March 2, 9:45PM-10:00PM ET",UP,Up,10.0,0.805,LOSS,NO,-10.0,Down,0x4210382e74bd5ad63ced86fe823d945aa059eb83dd236e6668f747d744f6cd15,90446170427579037126029326891974565054107730008151939013974337936059815990094
2026-03-03T02:57:46.612921+00:00,2026-03-03T03:09:36.644659+00:00,momentum,"Solana Up or Down - March 2, 9:55PM-10:00PM ET",UP,Up,10.0,0.695,WIN,YES,4.388489208633095,Up,0xfa7adcf2f38f7839f66225df6f1b2dc1290f792682486bad6c8daf71300aa4ef,50102139934938698534232623443064217038561104221939390670928339868307197604333
2026-03-03T03:09:12.498900+00:00,2026-03-03T03:13:50.301006+00:00,momentum,"Ethereum Up or Down - March 2, 10:05PM-10:10PM ET",UP,Up,10.0,0.705,LOSS,NO,-10.0,Down,0x2af249996d4006a1d1954411920bba855d2e851c7cd277df5f19ea5d4bcdb419,41743718579846546692509530884265585592109897794306750053860364831500174193890
2026-03-03T03:07:59.941089+00:00,2026-03-03T03:19:06.058948+00:00,momentum,"Solana Up or Down - March 2, 10:00PM-10:15PM ET",DOWN,Down,10.0,0.765,LOSS,NO,-10.0,Up,0xd2b209eaba9db1ae010030f6bc2e4116680469d178af749e36172ada6c92d4dc,87966469002047433082992797134595243375202350081956296032483161491798158109574
2026-03-03T03:08:11.997362+00:00,2026-03-03T03:19:44.848800+00:00,momentum,"Bitcoin Up or Down - March 2, 10:00PM-10:15PM ET",DOWN,Down,10.0,0.825,WIN,YES,2.121212121212121,Down,0xd37a4f367d2fa75a0ec232bcac9be52b56aec76e8949fd76915b155a3e8edd8e,50409823381763354540792982018292658510177208843164003781791243553294514578910
2026-03-03T03:14:02.382312+00:00,2026-03-03T03:19:45.249719+00:00,momentum,"Bitcoin Up or Down - March 2, 10:00PM-10:15PM ET",DOWN,Down,10.0,0.985,WIN,YES,0.1522842639593911,Down,0xd37a4f367d2fa75a0ec232bcac9be52b56aec76e8949fd76915b155a3e8edd8e,50409823381763354540792982018292658510177208843164003781791243553294514578910
2026-03-03T03:14:14.223258+00:00,2026-03-03T03:19:45.390994+00:00,momentum,"XRP Up or Down - March 2, 10:00PM-10:15PM ET",DOWN,Down,10.0,0.985,WIN,YES,0.1522842639593911,Down,0x0a37778255293706ab260a7b47357bf5fa789229f47b079093f07fed5e028142,38134296533198546387328149376396078943994762891210442717836436808427661027594
2026-03-03T03:14:49.765767+00:00,2026-03-03T03:19:45.534592+00:00,momentum,"Ethereum Up or Down - March 2, 10:00PM-10:15PM ET",DOWN,Down,10.0,0.965,WIN,YES,0.3626943005181342,Down,0xb0416ba8de94f563bebd63a770bfdf538b75122269850d45be94297f2bee8ecd,77008469238027261366582321134047025815129200696066762072278474036630597498618
2026-03-03T03:13:14.243826+00:00,2026-03-03T03:20:06.945857+00:00,momentum,"XRP Up or Down - March 2, 10:10PM-10:15PM ET",UP,Up,10.0,0.765,WIN,YES,3.071895424836601,Up,0x8325e659742a912aba958c3c17a7db24143a9dcd91262b53a6a0c5c3d67025d3,94752886646653779343769049268699575628480156818617208715321390021408120623712
2026-03-03T03:14:02.384468+00:00,2026-03-03T03:20:06.989350+00:00,momentum,"Solana Up or Down - March 2, 10:00PM-10:15PM ET",DOWN,Down,10.0,0.82,LOSS,NO,-10.0,Up,0xd2b209eaba9db1ae010030f6bc2e4116680469d178af749e36172ada6c92d4dc,87966469002047433082992797134595243375202350081956296032483161491798158109574
2026-03-03T03:14:37.909308+00:00,2026-03-03T03:20:07.032309+00:00,momentum,"Ethereum Up or Down - March 2, 10:10PM-10:15PM ET",UP,Up,10.0,0.755,WIN,YES,3.2450331125827816,Up,0x56a507a39958073591aac7828e937ecd934ac8de3abb7bd7509d9c68d60cc00f,38082800414545541218806721841764588964896158512002401605886545541053423732519
2026-03-03T03:08:11.998851+00:00,2026-03-03T03:20:44.964939+00:00,momentum,"XRP Up or Down - March 2, 10:00PM-10:15PM ET",DOWN,Down,10.0,0.865,WIN,YES,1.5606936416184976,Down,0x0a37778255293706ab260a7b47357bf5fa789229f47b079093f07fed5e028142,38134296533198546387328149376396078943994762891210442717836436808427661027594
2026-03-03T03:08:48.543407+00:00,2026-03-03T03:20:45.016999+00:00,momentum,"Ethereum Up or Down - March 2, 10:00PM-10:15PM ET",DOWN,Down,10.0,0.755,WIN,YES,3.2450331125827816,Down,0xb0416ba8de94f563bebd63a770bfdf538b75122269850d45be94297f2bee8ecd,77008469238027261366582321134047025815129200696066762072278474036630597498618
2026-03-03T03:19:42.695855+00:00,2026-03-03T03:23:07.963855+00:00,momentum,"Ethereum Up or Down - March 2, 10:15PM-10:20PM ET",DOWN,Down,20.0,0.945,WIN,YES,1.1640211640211646,Down,0x4bb55e6d10283aa4fc68949eece89d288af5054e77b478cfbabd15e9d139bc6e,21123611335343416220754886311194687695698431980193782231931010027039010736976
2026-03-03T03:19:42.697921+00:00,2026-03-03T03:23:07.999344+00:00,momentum,"Solana Up or Down - March 2, 10:15PM-10:20PM ET",DOWN,Down,20.0,0.905,WIN,YES,2.099447513812155,Down,0x8f7b61ea61d147821da416679316ff16f6f7efa147c51b2ddbd63265b2b02eea,92614758648780071509826685275149976123181573378479013598751963024598621105410
2026-03-03T03:24:44.790090+00:00,2026-03-03T03:28:48.870563+00:00,momentum,"Solana Up or Down - March 2, 10:20PM-10:25PM ET",DOWN,Down,20.0,0.73,WIN,YES,7.397260273972602,Down,0x575e4569f846044a0ce9013f818f78542b049dcc472167bbeec4d0523e057c43,4015988324932635746043939836310257360691605780546376247074057936543016700549
2026-03-03T03:24:20.739755+00:00,2026-03-03T03:29:12.644115+00:00,momentum,"Bitcoin Up or Down - March 2, 10:20PM-10:25PM ET",DOWN,Down,20.0,0.695,LOSS,NO,-20.0,Up,0xbe2933037535f8d4df9c410d4bf33e0c079a37279c12926f46bd7ab995550a79,63889237436547819322925488599846163016858668298287528281979387574931934060089
2026-03-03T03:22:43.871976+00:00,2026-03-03T03:29:49.424506+00:00,momentum,"Ethereum Up or Down - March 2, 10:20PM-10:25PM ET",DOWN,Down,20.0,0.715,WIN,YES,7.972027972027973,Down,0x66546ffe6c14cb0763dfd7226c3ea655e8bb234812e926cd774963a415047d31,64976273635036976045499629086016354585568384138578307134199415152145527170281
2026-03-03T03:25:21.995491+00:00,2026-03-03T03:34:52.464838+00:00,momentum,"Solana Up or Down - March 2, 10:15PM-10:30PM ET",DOWN,Down,20.0,0.86,WIN,YES,3.2558139534883708,Down,0xaa492d6d662b1f44a0c25b2d9f40735c34aada8e3d1a74378f949418cefb1d27,55226557711596954214912020521428314626816232396266318537421241931821238062172
2026-03-03T03:30:01.366445+00:00,2026-03-03T03:34:52.576958+00:00,momentum,"Solana Up or Down - March 2, 10:25PM-10:30PM ET",UP,Up,20.0,0.805,WIN,YES,4.844720496894407,Up,0x2ae90a03d477fddcce50d0131f8bfef461960d58a6fe52a038c5371854a376ae,84037224197519865132418512891431299143451309142164119304455743064216928289610
2026-03-03T03:25:33.925798+00:00,2026-03-03T03:35:18.803237+00:00,momentum,"Ethereum Up or Down - March 2, 10:15PM-10:30PM ET",DOWN,Down,20.0,0.955,WIN,YES,0.9424083769633533,Down,0x85d6c478b2f5d8fa75f2ff53916ac0d64f43403ba20d9b1a5c027e387e38c075,79482761181797801864887314221462173024565705639005521096821942850618675726425
2026-03-03T03:17:17.042020+00:00,2026-03-03T03:35:52.861837+00:00,momentum,"XRP Up or Down - March 2, 10:15PM-10:30PM ET",UP,Up,10.0,0.66,LOSS,NO,-10.0,Down,0x84aa8523acebe4722358d86c52664d158427337413a01007a951c207683a82b5,13417047251009105851062734062367744241287004331102456993560596691988171920791
2026-03-03T03:21:19.684740+00:00,2026-03-03T03:35:53.138310+00:00,momentum,"Solana Up or Down - March 2, 10:15PM-10:30PM ET",DOWN,Down,20.0,0.685,WIN,YES,9.1970802919708,Down,0xaa492d6d662b1f44a0c25b2d9f40735c34aada8e3d1a74378f949418cefb1d27,55226557711596954214912020521428314626816232396266318537421241931821238062172
2026-03-03T03:23:32.099578+00:00,2026-03-03T03:35:53.188331+00:00,momentum,"Ethereum Up or Down - March 2, 10:15PM-10:30PM ET",DOWN,Down,20.0,0.875,WIN,YES,2.8571428571428577,Down,0x85d6c478b2f5d8fa75f2ff53916ac0d64f43403ba20d9b1a5c027e387e38c075,79482761181797801864887314221462173024565705639005521096821942850618675726425
2026-03-03T03:20:31.163874+00:00,2026-03-03T03:36:19.181592+00:00,momentum,"Bitcoin Up or Down - March 2, 10:15PM-10:30PM ET",DOWN,Down,20.0,0.725,WIN,YES,7.586206896551726,Down,0x24dc187b4bd331087c46103bb4e6e403979bf5aae52054ab112b5dc8edba1959,34073921581537048519167886803171528206151366300712514855235827902337114908653
2026-03-03T03:24:32.809852+00:00,2026-03-03T03:36:19.214178+00:00,momentum,"Bitcoin Up or Down - March 2, 10:15PM-10:30PM ET",DOWN,Down,20.0,0.855,WIN,YES,3.3918128654970765,Down,0x24dc187b4bd331087c46103bb4e6e403979bf5aae52054ab112b5dc8edba1959,34073921581537048519167886803171528206151366300712514855235827902337114908653
2026-03-03T03:33:03.741013+00:00,2026-03-03T03:40:21.692815+00:00,momentum,"Ethereum Up or Down - March 2, 10:30PM-10:35PM ET",DOWN,Down,20.0,0.835,LOSS,NO,-20.0,Up,0x28ae3d86b7f52a91cf965687a741b0daa210928723a6744cc5071852cb0fe201,65795872905634433935157341707768453755716870299040933463006136384386288410675
2026-03-03T03:38:07.766200+00:00,2026-03-03T03:43:56.686663+00:00,momentum,"Solana Up or Down - March 2, 10:35PM-10:40PM ET",UP,Up,20.0,0.685,WIN,YES,9.1970802919708,Up,0x2d28732037e2dc05eda840fd9d908a1c361aa159e714d8c6a2c295b276d0e00a,81037340385833178214270693290123964795974456573288564191860887758410580639401
2026-03-03T03:38:32.382671+00:00,2026-03-03T03:44:25.830579+00:00,momentum,"XRP Up or Down - March 2, 10:35PM-10:40PM ET",UP,Up,20.0,0.655,WIN,YES,10.534351145038165,Up,0xfffb8ef77850349a04aab453e896eff059a7214829e7625904d7333acffa8723,12649305691933913707923960743848862854881139135484601281550602486947403847059
2026-03-03T03:44:01.096279+00:00,2026-03-03T03:49:31.794116+00:00,momentum,"Bitcoin Up or Down - March 2, 10:40PM-10:45PM ET",DOWN,Down,20.0,0.845,WIN,YES,3.668639053254438,Down,0x55ebfc6eea9e5be8b2a0636d6b7a5f71b99fe2090647f0b20eb8d144156fe439,68058580126302364776795587289126199284403292189683609762349057983093414071579
