timestamp,resolved_at,market,direction,outcome,amount,entry_price,result,won,pnl,winning_outcome,condition_id,token_id
2026-02-26T23:26:20.546561+00:00,2026-02-26T23:30:03.572006+00:00,"Ethereum Up or Down - February 26, 6:15PM-6:30PM E",DOWN,Down,2.0,0.14,LOSS,NO,-2.0,,0x1288345deeaa34e18e0fa4eaf6bc261a89ee78c3b64ccb8ec76ea62a822eaf45,109633633303311581684630505497894213025262776419821736355420889315315363584434
2026-02-26T23:26:33.175081+00:00,2026-02-26T23:30:03.639496+00:00,"XRP Up or Down - February 26, 6:15PM-6:30PM ET",UP,Up,2.0,0.8400000000000001,WIN,YES,0.38095238095238093,Up,0x870ea0c66d13668817191df9214d901e1c3583b771636591dcd3f845610ae1fe,69856925756466277804927697862061733159716346554793300125254141395707419022970
2026-02-26T23:26:07.908741+00:00,2026-02-26T23:33:09.762643+00:00,"Bitcoin Up or Down - February 26, 6:25PM-6:30PM ET",UP,Up,2.0,0.3955972062593935,UNKNOWN,UNKNOWN,0,,0xc8c06c7496b7ffcf357eeb8b0b4c6aa882f35e5aa5cfb17144541834b38d1470,90638928485213787103233406429295779727290470777700601550480505232671412904135
2026-02-26T23:27:09.300897+00:00,2026-02-26T23:33:10.891403+00:00,"Bitcoin Up or Down - February 26, 6:25PM-6:30PM ET",UP,Up,2.0,0.48759424282474595,UNKNOWN,UNKNOWN,0,,0xc8c06c7496b7ffcf357eeb8b0b4c6aa882f35e5aa5cfb17144541834b38d1470,90638928485213787103233406429295779727290470777700601550480505232671412904135
2026-02-26T23:27:21.980462+00:00,2026-02-26T23:33:11.242613+00:00,"Bitcoin Up or Down - February 26, 6:25PM-6:30PM ET",UP,Up,2.0,0.5383507012597695,UNKNOWN,UNKNOWN,0,,0xc8c06c7496b7ffcf357eeb8b0b4c6aa882f35e5aa5cfb17144541834b38d1470,90638928485213787103233406429295779727290470777700601550480505232671412904135
2026-02-26T23:27:34.574342+00:00,2026-02-26T23:33:11.587325+00:00,"Bitcoin Up or Down - February 26, 6:25PM-6:30PM ET",UP,Up,2.0,0.6087631836059825,UNKNOWN,UNKNOWN,0,,0xc8c06c7496b7ffcf357eeb8b0b4c6aa882f35e5aa5cfb17144541834b38d1470,90638928485213787103233406429295779727290470777700601550480505232671412904135
2026-02-26T23:28:37.297592+00:00,2026-02-26T23:33:12.046757+00:00,"Bitcoin Up or Down - February 26, 6:25PM-6:30PM ET",UP,Up,2.0,0.9199999999999999,UNKNOWN,UNKNOWN,0,,0xc8c06c7496b7ffcf357eeb8b0b4c6aa882f35e5aa5cfb17144541834b38d1470,90638928485213787103233406429295779727290470777700601550480505232671412904135
2026-02-26T23:28:37.304203+00:00,2026-02-26T23:33:12.383583+00:00,"Bitcoin Up or Down - February 26, 6:25PM-6:30PM ET",UP,Up,2.0,0.8899999999999999,UNKNOWN,UNKNOWN,0,,0xc8c06c7496b7ffcf357eeb8b0b4c6aa882f35e5aa5cfb17144541834b38d1470,90638928485213787103233406429295779727290470777700601550480505232671412904135
2026-02-26T23:29:53.362944+00:00,2026-02-26T23:33:12.980952+00:00,"Bitcoin Up or Down - February 26, 6:25PM-6:30PM ET",UP,Up,2.0,0.8921362608282014,UNKNOWN,UNKNOWN,0,,0xc8c06c7496b7ffcf357eeb8b0b4c6aa882f35e5aa5cfb17144541834b38d1470,90638928485213787103233406429295779727290470777700601550480505232671412904135
2026-02-26T23:29:53.364437+00:00,2026-02-26T23:33:13.091161+00:00,"Bitcoin Up or Down - February 26, 6:25PM-6:30PM ET",UP,Up,2.0,0.8824598568509722,UNKNOWN,UNKNOWN,0,,0xc8c06c7496b7ffcf357eeb8b0b4c6aa882f35e5aa5cfb17144541834b38d1470,90638928485213787103233406429295779727290470777700601550480505232671412904135
2026-02-26T23:30:10.144553+00:00,2026-02-26T23:33:13.172749+00:00,"Bitcoin Up or Down - February 26, 6:25PM-6:30PM ET",UP,Up,2.0,0.5599999999999999,UNKNOWN,UNKNOWN,0,,0xc8c06c7496b7ffcf357eeb8b0b4c6aa882f35e5aa5cfb17144541834b38d1470,90638928485213787103233406429295779727290470777700601550480505232671412904135
2026-02-26T23:26:07.906851+00:00,2026-02-26T23:34:10.005217+00:00,"Solana Up or Down - February 26, 6:15PM-6:30PM ET",UP,Up,2.0,0.48,LOSS,NO,-2.0,,0xcbe85b181670bfebaa0682bdcd8da3faf0a477664269179bf2de94f756ff4177,82990841760304707544215071830551107126144225850440443088869529261309178763446
2026-02-26T23:26:07.907500+00:00,2026-02-26T23:34:10.075978+00:00,"Solana Up or Down - February 26, 6:25PM-6:30PM ET",UP,Up,2.0,0.4400000288659853,LOSS,NO,-2.0,,0xfe15136262fed7934addc6af4716bff2ed2389e254dd38e2f87da42d1c98a1d9,67030221132446209322424696808832878364028179171009638647592476163639542753055
2026-02-26T23:26:07.907858+00:00,2026-02-26T23:34:10.141742+00:00,"Ethereum Up or Down - February 26, 6:25PM-6:30PM E",UP,Up,2.0,0.6486040901431672,LOSS,NO,-2.0,,0xe53555545efb9fbfefce8f5dc284d0f04cf9f13876a92b3f1e60a7f852b03f4e,58206667886739831588392811780711942788035257885823219883530632839792953872390
